year,realinc,income,educ,health,happy,class,prestg10,paeduc,age,sex,race,marital,polviews,trust,satfin,childs,wrkstat,region,natfare
2010.0,34965.0,12.0,15.0,3.0,1.0,2.0,44.0,12.0,37.0,1,1.0,1.0,7.0,,2.0,3.0,1.0,3.0,3.0
2010.0,11007.5,11.0,12.0,,3.0,2.0,33.0,10.0,32.0,0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,
2010.0,5827.5,,12.0,2.0,2.0,2.0,18.0,3.0,77.0,0,1.0,2.0,,3.0,1.0,5.0,2.0,3.0,
2010.0,23310.0,12.0,12.0,,1.0,2.0,45.0,,53.0,0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,
2010.0,119606.06532,12.0,16.0,1.0,2.0,3.0,50.0,10.0,46.0,1,1.0,1.0,6.0,1.0,2.0,3.0,1.0,3.0,3.0
2010.0,4662.0,,12.0,,2.0,2.0,,16.0,31.0,0,1.0,5.0,2.0,1.0,2.0,,2.0,3.0,1.0
2010.0,28490.0,12.0,12.0,,1.0,3.0,39.0,,48.0,0,1.0,4.0,1.0,2.0,1.0,4.0,7.0,3.0,
2010.0,51800.0,12.0,16.0,1.0,2.0,3.0,43.0,18.0,33.0,0,1.0,1.0,3.0,2.0,2.0,2.0,7.0,3.0,2.0
2010.0,62160.0,12.0,13.0,2.0,3.0,2.0,38.0,12.0,54.0,0,1.0,1.0,3.0,,3.0,3.0,1.0,3.0,
2010.0,119606.06532,12.0,12.0,3.0,2.0,3.0,31.0,12.0,50.0,0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,
2010.0,62160.0,12.0,20.0,2.0,1.0,3.0,59.0,14.0,39.0,0,1.0,1.0,4.0,,3.0,,1.0,3.0,
2010.0,62160.0,12.0,18.0,1.0,2.0,2.0,61.0,20.0,46.0,0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,
2010.0,23310.0,12.0,12.0,2.0,2.0,2.0,31.0,6.0,60.0,0,1.0,3.0,4.0,,3.0,3.0,1.0,3.0,
2010.0,5827.5,,12.0,,2.0,2.0,29.0,,55.0,1,2.0,5.0,4.0,2.0,3.0,1.0,5.0,3.0,1.0
2010.0,1813.0,3.0,12.0,2.0,3.0,1.0,,,35.0,0,2.0,5.0,2.0,2.0,3.0,4.0,7.0,3.0,1.0
2010.0,2849.0,5.0,12.0,3.0,1.0,2.0,26.0,,48.0,0,2.0,5.0,2.0,,2.0,,2.0,3.0,
2010.0,16835.0,12.0,20.0,,2.0,3.0,61.0,,30.0,0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0
2010.0,7122.5,,11.0,3.0,3.0,2.0,34.0,,62.0,0,2.0,3.0,3.0,,2.0,3.0,7.0,3.0,2.0
2010.0,28490.0,12.0,16.0,,2.0,3.0,40.0,3.0,57.0,0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,
2010.0,3367.0,6.0,10.0,,3.0,1.0,,,54.0,0,2.0,5.0,4.0,2.0,3.0,2.0,7.0,3.0,
2010.0,,,10.0,,,,47.0,5.0,63.0,0,1.0,1.0,,2.0,2.0,2.0,5.0,3.0,
2010.0,16835.0,12.0,,3.0,2.0,2.0,69.0,3.0,55.0,0,1.0,2.0,4.0,2.0,2.0,4.0,,3.0,2.0
2010.0,2849.0,5.0,5.0,3.0,2.0,1.0,27.0,,69.0,1,2.0,5.0,4.0,,3.0,4.0,,3.0,
2010.0,51800.0,12.0,14.0,,1.0,2.0,47.0,10.0,41.0,1,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0
2010.0,34965.0,12.0,12.0,2.0,3.0,3.0,55.0,14.0,58.0,0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,
2010.0,34965.0,12.0,13.0,1.0,1.0,3.0,48.0,10.0,34.0,0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,3.0,
2010.0,259.0,1.0,12.0,,3.0,3.0,31.0,14.0,32.0,0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,
2010.0,28490.0,12.0,12.0,2.0,1.0,2.0,43.0,,49.0,1,1.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,
2010.0,34965.0,12.0,14.0,2.0,1.0,3.0,64.0,12.0,65.0,0,1.0,1.0,5.0,,1.0,3.0,5.0,3.0,3.0
2010.0,,,16.0,2.0,2.0,2.0,63.0,16.0,55.0,1,1.0,3.0,4.0,,2.0,2.0,5.0,3.0,2.0
2010.0,8417.5,10.0,17.0,4.0,1.0,2.0,37.0,12.0,56.0,0,1.0,3.0,3.0,,3.0,,2.0,3.0,2.0
2010.0,16835.0,12.0,12.0,2.0,2.0,2.0,47.0,10.0,58.0,0,1.0,2.0,4.0,,3.0,2.0,1.0,3.0,3.0
2010.0,51800.0,12.0,18.0,,1.0,2.0,64.0,12.0,63.0,0,1.0,1.0,5.0,2.0,1.0,3.0,5.0,3.0,
2010.0,11007.5,11.0,14.0,,2.0,2.0,35.0,3.0,63.0,1,1.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0
2010.0,12302.5,11.0,16.0,2.0,2.0,3.0,61.0,,74.0,0,1.0,2.0,6.0,2.0,3.0,3.0,5.0,3.0,
2010.0,14245.0,12.0,7.0,1.0,1.0,3.0,62.0,,84.0,1,2.0,2.0,6.0,,1.0,,5.0,3.0,2.0
2010.0,8417.5,10.0,12.0,3.0,2.0,2.0,47.0,,70.0,0,1.0,3.0,4.0,2.0,1.0,,5.0,3.0,
2010.0,,,16.0,,1.0,3.0,47.0,,46.0,1,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0
2010.0,8417.5,10.0,13.0,,2.0,2.0,51.0,12.0,25.0,0,2.0,5.0,4.0,2.0,2.0,2.0,6.0,3.0,
2010.0,1813.0,3.0,13.0,,1.0,2.0,28.0,,20.0,0,2.0,5.0,4.0,2.0,3.0,,7.0,3.0,
2010.0,7122.5,,12.0,,2.0,2.0,32.0,,68.0,0,1.0,2.0,5.0,2.0,2.0,1.0,7.0,3.0,1.0
2010.0,259.0,1.0,7.0,2.0,2.0,1.0,33.0,,31.0,1,2.0,5.0,,2.0,3.0,,4.0,3.0,
2010.0,7122.5,,14.0,2.0,2.0,3.0,39.0,11.0,55.0,1,2.0,5.0,3.0,2.0,2.0,1.0,4.0,3.0,
2010.0,16835.0,12.0,11.0,2.0,2.0,3.0,,,69.0,1,2.0,1.0,3.0,2.0,1.0,6.0,5.0,3.0,
2010.0,259.0,1.0,,2.0,2.0,3.0,,,30.0,1,2.0,5.0,4.0,2.0,3.0,,6.0,3.0,
2010.0,259.0,1.0,12.0,,3.0,1.0,,12.0,20.0,0,2.0,5.0,7.0,2.0,3.0,1.0,7.0,3.0,
2010.0,7122.5,,12.0,3.0,2.0,2.0,35.0,10.0,59.0,0,2.0,3.0,6.0,2.0,2.0,,7.0,3.0,2.0
2010.0,8417.5,10.0,16.0,3.0,1.0,2.0,48.0,3.0,59.0,0,2.0,1.0,2.0,,3.0,1.0,7.0,3.0,
2010.0,8417.5,10.0,12.0,,2.0,2.0,21.0,,47.0,0,2.0,3.0,6.0,2.0,3.0,2.0,1.0,3.0,1.0
2010.0,259.0,1.0,15.0,2.0,3.0,1.0,,,21.0,0,2.0,5.0,5.0,,2.0,,6.0,3.0,1.0
2010.0,8417.5,10.0,11.0,2.0,1.0,1.0,48.0,11.0,59.0,0,2.0,5.0,4.0,,3.0,3.0,1.0,3.0,3.0
2010.0,8417.5,10.0,,,2.0,2.0,31.0,12.0,22.0,1,2.0,5.0,4.0,2.0,3.0,4.0,1.0,3.0,
2010.0,,,13.0,,1.0,4.0,39.0,12.0,79.0,0,1.0,1.0,4.0,2.0,1.0,2.0,7.0,3.0,3.0
2010.0,19425.0,12.0,12.0,2.0,1.0,2.0,37.0,11.0,36.0,0,1.0,1.0,4.0,2.0,1.0,,1.0,3.0,3.0
2010.0,3885.0,7.0,10.0,3.0,3.0,2.0,45.0,3.0,65.0,0,1.0,4.0,4.0,,3.0,3.0,5.0,3.0,
2010.0,11007.5,11.0,12.0,,2.0,2.0,35.0,,58.0,0,1.0,4.0,,2.0,2.0,4.0,1.0,3.0,3.0
2010.0,23310.0,12.0,16.0,1.0,1.0,3.0,64.0,,76.0,0,1.0,2.0,6.0,,1.0,3.0,5.0,3.0,3.0
2010.0,11007.5,11.0,12.0,,1.0,2.0,35.0,,70.0,0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,
2010.0,5827.5,,12.0,2.0,2.0,2.0,35.0,,50.0,1,1.0,1.0,6.0,2.0,3.0,3.0,1.0,3.0,
2010.0,19425.0,12.0,,2.0,1.0,2.0,38.0,,32.0,1,1.0,1.0,,2.0,2.0,2.0,1.0,3.0,3.0
2010.0,14245.0,12.0,13.0,2.0,2.0,2.0,26.0,,55.0,1,1.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,
2010.0,8417.5,10.0,10.0,4.0,1.0,1.0,33.0,3.0,51.0,1,1.0,3.0,4.0,,2.0,5.0,,3.0,1.0
2010.0,12302.5,11.0,18.0,1.0,1.0,2.0,35.0,14.0,53.0,0,1.0,3.0,6.0,1.0,3.0,2.0,1.0,3.0,2.0
2010.0,42735.0,12.0,14.0,2.0,2.0,3.0,50.0,6.0,66.0,1,1.0,1.0,5.0,,2.0,1.0,5.0,3.0,
2010.0,28490.0,12.0,13.0,,1.0,3.0,39.0,12.0,67.0,0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,
2010.0,5827.5,,12.0,3.0,2.0,2.0,50.0,3.0,89.0,1,1.0,2.0,4.0,3.0,2.0,2.0,5.0,3.0,
2010.0,16835.0,12.0,14.0,4.0,2.0,2.0,42.0,5.0,43.0,0,2.0,3.0,4.0,,2.0,2.0,2.0,3.0,2.0
2010.0,16835.0,12.0,13.0,,2.0,3.0,47.0,,45.0,0,2.0,5.0,4.0,3.0,2.0,,1.0,3.0,
2010.0,4662.0,,12.0,2.0,3.0,3.0,60.0,,25.0,0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0
2010.0,16835.0,12.0,14.0,2.0,2.0,2.0,69.0,,38.0,0,1.0,1.0,4.0,,3.0,2.0,2.0,3.0,
2010.0,5827.5,6.0,12.0,4.0,2.0,3.0,25.0,,53.0,1,2.0,5.0,7.0,2.0,3.0,3.0,2.0,3.0,
2010.0,23310.0,12.0,13.0,2.0,2.0,2.0,48.0,,54.0,0,2.0,5.0,5.0,,1.0,5.0,1.0,3.0,2.0
2010.0,8417.5,10.0,12.0,,2.0,2.0,32.0,2.0,68.0,0,2.0,5.0,4.0,2.0,2.0,,5.0,3.0,
2010.0,8417.5,10.0,13.0,2.0,2.0,2.0,,,19.0,1,2.0,5.0,4.0,3.0,1.0,,7.0,3.0,
2010.0,11007.5,11.0,12.0,2.0,1.0,3.0,35.0,,53.0,1,2.0,1.0,6.0,,2.0,3.0,1.0,3.0,2.0
2010.0,259.0,1.0,12.0,,3.0,1.0,35.0,6.0,53.0,0,1.0,2.0,3.0,2.0,2.0,2.0,,3.0,1.0
2010.0,16835.0,12.0,12.0,2.0,3.0,3.0,36.0,,41.0,1,2.0,1.0,4.0,,3.0,,3.0,3.0,2.0
2010.0,28490.0,12.0,16.0,,2.0,2.0,55.0,3.0,59.0,0,1.0,5.0,5.0,1.0,2.0,,1.0,3.0,
2010.0,1813.0,3.0,,1.0,3.0,2.0,44.0,,35.0,1,2.0,5.0,2.0,2.0,2.0,5.0,4.0,3.0,1.0
2010.0,5827.5,,,3.0,2.0,2.0,46.0,,65.0,1,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,
2010.0,4662.0,,15.0,,2.0,3.0,28.0,12.0,27.0,0,2.0,5.0,6.0,2.0,2.0,1.0,1.0,3.0,
2010.0,5827.5,,14.0,3.0,2.0,2.0,48.0,12.0,44.0,0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0
2010.0,,,14.0,1.0,2.0,2.0,35.0,,51.0,1,2.0,1.0,,,2.0,,4.0,3.0,
2010.0,,,,2.0,1.0,2.0,24.0,,62.0,1,2.0,3.0,,2.0,1.0,,7.0,3.0,
2010.0,14245.0,12.0,12.0,1.0,1.0,1.0,28.0,,26.0,0,2.0,5.0,4.0,,2.0,,2.0,3.0,2.0
2010.0,11007.5,11.0,12.0,,1.0,2.0,48.0,,26.0,0,1.0,5.0,6.0,2.0,2.0,1.0,1.0,3.0,
2010.0,259.0,1.0,,2.0,3.0,3.0,,12.0,23.0,0,2.0,5.0,,,1.0,3.0,7.0,3.0,
2010.0,12302.5,11.0,16.0,,2.0,2.0,31.0,,27.0,0,2.0,5.0,4.0,2.0,2.0,1.0,7.0,3.0,2.0
2010.0,8417.5,10.0,15.0,1.0,2.0,2.0,36.0,,27.0,1,2.0,5.0,4.0,1.0,2.0,1.0,2.0,3.0,
2010.0,,,,,2.0,1.0,,,27.0,0,1.0,4.0,5.0,2.0,3.0,5.0,7.0,3.0,
2010.0,28490.0,12.0,14.0,,1.0,3.0,50.0,10.0,29.0,1,1.0,5.0,5.0,1.0,1.0,,1.0,3.0,
2010.0,7122.5,,12.0,,2.0,1.0,48.0,,29.0,0,1.0,5.0,4.0,2.0,2.0,,1.0,3.0,2.0
2010.0,,,12.0,,2.0,2.0,55.0,,18.0,0,1.0,5.0,4.0,2.0,1.0,,2.0,3.0,
2010.0,,,13.0,,2.0,1.0,33.0,4.0,59.0,0,2.0,5.0,5.0,2.0,3.0,1.0,5.0,3.0,2.0
2010.0,1036.0,2.0,12.0,3.0,3.0,1.0,48.0,,27.0,0,2.0,5.0,5.0,,3.0,2.0,7.0,3.0,1.0
2010.0,,,14.0,2.0,2.0,2.0,60.0,12.0,53.0,0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0
2010.0,9712.5,10.0,6.0,,2.0,2.0,46.0,,30.0,1,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0
2010.0,16835.0,12.0,13.0,,2.0,2.0,,4.0,19.0,1,1.0,5.0,3.0,2.0,1.0,,6.0,3.0,
2010.0,11007.5,11.0,14.0,3.0,3.0,2.0,38.0,12.0,33.0,0,2.0,1.0,4.0,,3.0,4.0,1.0,3.0,
2010.0,42735.0,12.0,16.0,,1.0,3.0,50.0,,34.0,0,1.0,5.0,3.0,2.0,1.0,,1.0,3.0,3.0
2010.0,1813.0,2.0,12.0,2.0,1.0,3.0,31.0,12.0,29.0,0,2.0,5.0,5.0,,3.0,2.0,2.0,3.0,1.0
2010.0,2849.0,5.0,11.0,,3.0,2.0,48.0,,39.0,0,2.0,5.0,1.0,2.0,2.0,1.0,7.0,3.0,
2010.0,1036.0,2.0,12.0,1.0,1.0,3.0,31.0,,22.0,0,2.0,5.0,1.0,,1.0,,1.0,3.0,
2010.0,14245.0,12.0,13.0,,2.0,3.0,32.0,,72.0,0,2.0,2.0,4.0,2.0,3.0,6.0,5.0,3.0,2.0
2010.0,259.0,1.0,11.0,2.0,2.0,3.0,25.0,,29.0,0,1.0,5.0,4.0,2.0,3.0,1.0,2.0,3.0,
2010.0,11007.5,11.0,12.0,,2.0,2.0,16.0,,61.0,0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,
2010.0,3367.0,6.0,,,3.0,2.0,46.0,,38.0,0,3.0,5.0,,2.0,3.0,5.0,7.0,3.0,2.0
2010.0,23310.0,12.0,,2.0,2.0,2.0,44.0,,52.0,1,1.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,
2010.0,28490.0,12.0,14.0,2.0,1.0,2.0,30.0,,59.0,1,1.0,1.0,4.0,,2.0,2.0,1.0,3.0,2.0
2010.0,,,12.0,2.0,2.0,2.0,35.0,10.0,40.0,1,1.0,5.0,7.0,2.0,2.0,,1.0,3.0,3.0
2010.0,2849.0,5.0,16.0,1.0,2.0,3.0,41.0,,45.0,1,1.0,3.0,5.0,,2.0,,1.0,3.0,
2010.0,23310.0,12.0,13.0,,1.0,3.0,50.0,,48.0,1,2.0,3.0,6.0,2.0,2.0,,1.0,3.0,1.0
2010.0,9712.5,10.0,6.0,2.0,3.0,2.0,35.0,,62.0,1,1.0,4.0,6.0,2.0,3.0,,1.0,3.0,
2010.0,23310.0,12.0,15.0,3.0,1.0,2.0,66.0,,67.0,1,1.0,1.0,7.0,,2.0,4.0,1.0,3.0,3.0
2010.0,19425.0,12.0,12.0,,3.0,1.0,31.0,,35.0,0,1.0,4.0,5.0,2.0,3.0,2.0,,3.0,
2010.0,259.0,1.0,10.0,4.0,1.0,1.0,28.0,,52.0,1,2.0,3.0,5.0,,2.0,2.0,3.0,3.0,
2010.0,11007.5,11.0,12.0,,1.0,4.0,25.0,12.0,41.0,1,2.0,5.0,5.0,2.0,3.0,,1.0,3.0,
2010.0,12302.5,11.0,13.0,2.0,3.0,2.0,48.0,,38.0,1,1.0,5.0,5.0,2.0,2.0,,1.0,3.0,2.0
2010.0,19425.0,12.0,16.0,2.0,2.0,2.0,46.0,4.0,53.0,0,2.0,5.0,5.0,,2.0,1.0,1.0,3.0,
2010.0,28490.0,12.0,14.0,,2.0,2.0,44.0,13.0,51.0,1,1.0,5.0,5.0,1.0,2.0,,4.0,3.0,2.0
2010.0,19425.0,12.0,16.0,1.0,2.0,3.0,48.0,16.0,27.0,0,2.0,1.0,2.0,2.0,1.0,,6.0,3.0,
2010.0,16835.0,12.0,14.0,2.0,2.0,2.0,60.0,10.0,51.0,1,2.0,4.0,5.0,,2.0,3.0,1.0,3.0,
2010.0,,,15.0,,2.0,2.0,50.0,12.0,44.0,0,2.0,3.0,3.0,2.0,1.0,6.0,1.0,3.0,2.0
2010.0,9712.5,10.0,14.0,2.0,3.0,1.0,45.0,,56.0,1,2.0,1.0,4.0,2.0,3.0,5.0,3.0,3.0,
2010.0,9712.5,10.0,11.0,3.0,2.0,3.0,42.0,,32.0,1,1.0,3.0,5.0,,2.0,5.0,,3.0,1.0
2010.0,5827.5,3.0,16.0,2.0,2.0,2.0,61.0,,60.0,1,2.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,
2010.0,23310.0,12.0,15.0,,2.0,2.0,28.0,14.0,35.0,0,3.0,5.0,4.0,2.0,3.0,3.0,1.0,3.0,
2010.0,34965.0,12.0,14.0,2.0,1.0,2.0,35.0,12.0,49.0,1,1.0,1.0,4.0,1.0,2.0,,1.0,3.0,2.0
2010.0,,,,4.0,3.0,3.0,48.0,,45.0,0,3.0,3.0,,,2.0,3.0,3.0,3.0,
2010.0,34965.0,12.0,14.0,,2.0,3.0,61.0,,75.0,0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,3.0,3.0
2010.0,51800.0,12.0,12.0,,1.0,2.0,48.0,12.0,37.0,0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,
2010.0,11007.5,11.0,15.0,2.0,2.0,2.0,64.0,,64.0,0,1.0,2.0,5.0,,2.0,2.0,5.0,3.0,
2010.0,19425.0,12.0,12.0,2.0,2.0,2.0,35.0,,50.0,1,1.0,1.0,4.0,,3.0,3.0,4.0,3.0,1.0
2010.0,19425.0,12.0,17.0,,2.0,3.0,32.0,,47.0,1,1.0,1.0,4.0,2.0,3.0,,1.0,3.0,
2010.0,1036.0,2.0,,,2.0,1.0,51.0,,75.0,1,1.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0
2010.0,51800.0,12.0,,3.0,3.0,2.0,35.0,3.0,67.0,1,1.0,3.0,6.0,2.0,2.0,1.0,1.0,3.0,
2010.0,19425.0,12.0,12.0,,1.0,2.0,47.0,12.0,52.0,0,1.0,3.0,1.0,2.0,3.0,,5.0,3.0,
2010.0,34965.0,12.0,12.0,2.0,1.0,2.0,30.0,,48.0,1,1.0,5.0,4.0,1.0,1.0,,1.0,3.0,3.0
2010.0,14245.0,12.0,12.0,2.0,2.0,3.0,41.0,,51.0,0,1.0,3.0,6.0,2.0,3.0,4.0,1.0,3.0,2.0
2010.0,,,16.0,2.0,2.0,3.0,55.0,,67.0,0,1.0,3.0,7.0,,1.0,2.0,2.0,3.0,
2010.0,23310.0,12.0,14.0,,2.0,2.0,53.0,,32.0,1,1.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0
2010.0,28490.0,12.0,13.0,2.0,2.0,2.0,47.0,11.0,36.0,0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,3.0
2010.0,,,,2.0,1.0,3.0,50.0,4.0,63.0,0,1.0,3.0,4.0,,2.0,1.0,4.0,3.0,
2010.0,42735.0,12.0,,,2.0,1.0,38.0,12.0,64.0,1,1.0,1.0,4.0,3.0,1.0,5.0,5.0,3.0,3.0
2010.0,14245.0,12.0,12.0,3.0,1.0,2.0,43.0,5.0,65.0,1,1.0,1.0,4.0,2.0,3.0,7.0,5.0,3.0,2.0
2010.0,,,12.0,2.0,2.0,2.0,28.0,,68.0,0,1.0,1.0,,,2.0,2.0,2.0,3.0,
2010.0,51800.0,12.0,17.0,,1.0,3.0,61.0,12.0,53.0,0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0
2010.0,42735.0,12.0,12.0,1.0,1.0,2.0,38.0,,51.0,1,1.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,
2010.0,9712.5,10.0,11.0,4.0,2.0,1.0,35.0,12.0,50.0,0,1.0,3.0,3.0,,3.0,4.0,,3.0,1.0
2010.0,16835.0,11.0,11.0,,3.0,3.0,22.0,12.0,68.0,0,1.0,2.0,3.0,2.0,3.0,,3.0,3.0,1.0
2010.0,4662.0,,11.0,2.0,3.0,2.0,28.0,,52.0,1,2.0,5.0,4.0,,1.0,4.0,2.0,3.0,1.0
2010.0,,,12.0,,1.0,3.0,46.0,12.0,58.0,0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,
2010.0,23310.0,12.0,14.0,3.0,2.0,3.0,63.0,,44.0,0,1.0,3.0,2.0,2.0,3.0,1.0,7.0,3.0,2.0
2010.0,,,13.0,2.0,1.0,3.0,32.0,,70.0,0,1.0,1.0,,1.0,1.0,3.0,5.0,3.0,
2010.0,51800.0,12.0,4.0,,1.0,3.0,32.0,,72.0,1,1.0,1.0,6.0,2.0,1.0,1.0,5.0,3.0,
2010.0,28490.0,12.0,12.0,3.0,3.0,2.0,35.0,,59.0,0,1.0,1.0,6.0,2.0,1.0,7.0,1.0,3.0,
2010.0,5827.5,,,4.0,1.0,2.0,45.0,6.0,77.0,1,1.0,3.0,5.0,,1.0,1.0,5.0,3.0,2.0
2010.0,42735.0,12.0,15.0,4.0,1.0,1.0,18.0,12.0,31.0,0,1.0,1.0,4.0,,,1.0,1.0,3.0,
2010.0,19425.0,12.0,,,,1.0,27.0,,49.0,1,1.0,1.0,,2.0,3.0,1.0,1.0,3.0,3.0
2010.0,34965.0,12.0,13.0,,1.0,1.0,44.0,12.0,28.0,0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,
2010.0,12302.5,11.0,12.0,2.0,2.0,2.0,,12.0,18.0,0,1.0,5.0,4.0,2.0,2.0,,6.0,3.0,2.0
2010.0,7122.5,,10.0,2.0,3.0,2.0,25.0,6.0,50.0,1,1.0,1.0,6.0,,3.0,2.0,1.0,3.0,
2010.0,28490.0,12.0,12.0,,3.0,2.0,31.0,12.0,37.0,0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,
2010.0,259.0,1.0,14.0,1.0,1.0,3.0,38.0,14.0,52.0,1,1.0,1.0,7.0,3.0,3.0,2.0,1.0,3.0,3.0
2010.0,72520.0,12.0,12.0,2.0,2.0,3.0,41.0,12.0,39.0,0,1.0,1.0,6.0,,1.0,1.0,7.0,3.0,
2010.0,34965.0,12.0,14.0,2.0,2.0,2.0,39.0,12.0,67.0,1,1.0,1.0,4.0,,2.0,2.0,1.0,3.0,1.0
2010.0,28490.0,12.0,12.0,,2.0,2.0,35.0,,58.0,0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,
2010.0,,,11.0,2.0,2.0,4.0,35.0,,60.0,1,2.0,5.0,7.0,,2.0,2.0,1.0,3.0,2.0
2010.0,4662.0,,12.0,,2.0,2.0,17.0,12.0,65.0,1,2.0,3.0,7.0,2.0,3.0,4.0,,3.0,
2010.0,,,17.0,1.0,1.0,3.0,53.0,16.0,61.0,0,1.0,1.0,3.0,1.0,2.0,,1.0,3.0,2.0
2010.0,19425.0,12.0,14.0,3.0,2.0,2.0,57.0,11.0,57.0,1,1.0,3.0,4.0,,2.0,2.0,4.0,3.0,
2010.0,3885.0,7.0,12.0,,3.0,2.0,35.0,,59.0,1,1.0,3.0,4.0,1.0,3.0,,,3.0,
2010.0,5827.5,,11.0,2.0,1.0,3.0,32.0,,26.0,0,1.0,5.0,7.0,,3.0,1.0,4.0,3.0,
2010.0,42735.0,12.0,14.0,,1.0,3.0,35.0,6.0,54.0,1,1.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0
2010.0,62160.0,12.0,16.0,1.0,1.0,3.0,38.0,13.0,29.0,0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,3.0,
2010.0,16835.0,12.0,12.0,3.0,3.0,2.0,28.0,,43.0,0,1.0,1.0,5.0,,3.0,3.0,2.0,3.0,2.0
2010.0,42735.0,12.0,14.0,,2.0,2.0,31.0,,59.0,1,1.0,1.0,7.0,2.0,3.0,2.0,4.0,3.0,3.0
2010.0,72520.0,12.0,17.0,,2.0,3.0,67.0,16.0,83.0,1,1.0,1.0,6.0,2.0,1.0,2.0,5.0,3.0,
2010.0,19425.0,12.0,12.0,3.0,1.0,3.0,38.0,,66.0,0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,3.0,3.0
2010.0,1036.0,2.0,12.0,1.0,2.0,2.0,35.0,,36.0,0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,3.0,
2010.0,5827.5,,16.0,2.0,2.0,3.0,24.0,12.0,25.0,0,1.0,5.0,3.0,,2.0,,2.0,3.0,3.0
2010.0,34965.0,12.0,12.0,,2.0,1.0,31.0,,20.0,0,1.0,1.0,4.0,2.0,2.0,1.0,7.0,3.0,
2010.0,259.0,1.0,12.0,4.0,3.0,1.0,31.0,,61.0,1,1.0,3.0,5.0,2.0,3.0,3.0,,3.0,1.0
2010.0,5827.5,,12.0,,3.0,1.0,36.0,3.0,67.0,0,2.0,3.0,5.0,2.0,3.0,5.0,7.0,3.0,3.0
2010.0,,,14.0,,1.0,2.0,33.0,6.0,60.0,0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,
2010.0,19425.0,12.0,12.0,2.0,1.0,2.0,49.0,12.0,81.0,1,1.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0
2010.0,14245.0,12.0,,2.0,2.0,2.0,28.0,12.0,45.0,0,3.0,3.0,5.0,,3.0,4.0,1.0,3.0,
2010.0,28490.0,12.0,13.0,,1.0,2.0,72.0,10.0,37.0,1,1.0,1.0,4.0,2.0,1.0,,1.0,3.0,3.0
2010.0,19425.0,12.0,12.0,3.0,2.0,2.0,42.0,3.0,86.0,1,1.0,1.0,2.0,,1.0,6.0,5.0,3.0,2.0
2010.0,,,12.0,,2.0,3.0,,7.0,89.0,0,1.0,2.0,7.0,2.0,1.0,4.0,7.0,3.0,3.0
2010.0,12302.5,11.0,12.0,3.0,2.0,3.0,31.0,10.0,46.0,0,1.0,3.0,4.0,2.0,2.0,3.0,7.0,3.0,
2010.0,5827.5,,16.0,4.0,2.0,1.0,31.0,,34.0,0,1.0,3.0,3.0,,3.0,4.0,7.0,3.0,1.0
2010.0,,,10.0,,2.0,3.0,52.0,4.0,87.0,0,1.0,2.0,,2.0,1.0,4.0,5.0,3.0,2.0
